id_operacion,fecha_separacion,proyecto,asesor,medio_captacion,canal_agrupado,tipo_unidad,dormitorios,precio_departamento,dias_en_tuberia,tiene_cuota_inicial,cambios_unidad,interacciones_ult_7d,descuento_pct,caida_30d
OP-000422,2025-12-10,Proyecto Aurora,Asesor Este,sala de ventas,tradicional,departamento,2,512973.0,4,False,1,1,0.0,0
OP-000423,2026-05-08,Proyecto Aurora,Asesora Sur,facebook,digital,departamento,3,570965.0,30,True,0,3,0.0348,0
OP-000424,2025-11-05,Proyecto Aurora,Asesor Centro,portal inmobiliario,digital,departamento,2,439503.0,15,False,0,1,0.0172,1
OP-000425,2025-07-12,Proyecto Duna,Asesor Digital,referido,tradicional,departamento,3,720245.0,34,True,0,1,0.0196,0
OP-000426,2026-02-26,Proyecto Faro,Asesora Premium,facebook,digital,departamento,1,405362.0,14,False,0,3,0.0208,0
OP-000427,2026-04-04,Proyecto Bruma,Asesor Digital,sala de ventas,tradicional,departamento,1,396576.0,30,True,0,4,0.0189,0
OP-000428,2025-06-08,Proyecto Granito,Asesor Centro,referido,tradicional,departamento,2,502325.0,21,False,0,2,0.0741,1
OP-000429,2026-05-16,Proyecto Aurora,Asesor Centro,web,digital,departamento,1,382945.0,30,False,0,1,0.0549,1
OP-000430,2025-08-19,Proyecto Faro,Asesora Sur,facebook,digital,departamento,3,554940.0,33,False,0,0,0.0376,0
OP-000431,2025-04-30,Proyecto Horizonte,Asesora Premium,feria,feria,departamento,2,518586.0,19,True,0,1,0.0293,0
OP-000432,2025-12-24,Proyecto Faro,Asesora Premium,web,digital,departamento,2,453545.0,17,False,0,3,0.0453,1
OP-000433,2025-05-07,Proyecto Ébano,Asesora Sur,feria,feria,departamento,1,359726.0,33,True,0,2,0.0294,0
OP-000434,2025-07-30,Proyecto Granito,Asesor Este,facebook,digital,departamento,1,485776.0,15,True,0,1,0.0397,1
OP-000435,2025-10-05,Proyecto Aurora,Asesor Centro,web,digital,departamento,2,426322.0,20,True,0,2,0.035,0
OP-000436,2025-09-07,Proyecto Bruma,Asesor Norte,sala de ventas,tradicional,departamento,2,511504.0,58,True,0,1,0.0273,1
OP-000437,2025-03-02,Proyecto Aurora,Asesora Premium,facebook,digital,departamento,1,428450.0,23,True,0,3,0.0419,0
OP-000438,2025-03-25,Proyecto Duna,Asesora Sur,web,digital,departamento,1,379483.0,37,False,0,0,0.0174,1
OP-000439,2025-02-11,Proyecto Faro,Asesor Norte,web,digital,departamento,1,459657.0,13,True,0,1,0.0261,0
OP-000440,2025-11-14,Proyecto Ébano,Asesor Este,sala de ventas,tradicional,departamento,2,537210.0,29,True,0,2,0.0074,0
OP-000441,2026-05-31,Proyecto Granito,Asesora Premium,portal inmobiliario,digital,departamento,1,423404.0,20,True,0,2,0.0094,1
OP-000442,2025-11-29,Proyecto Aurora,Asesora Sur,sala de ventas,tradicional,departamento,2,501267.0,17,True,1,3,0.0,0
OP-000443,2025-10-18,Proyecto Faro,Asesora Oeste,referido,tradicional,departamento,3,736197.0,4,True,1,4,0.0332,0
OP-000444,2026-03-22,Proyecto Bruma,Asesora Premium,whatsapp,digital,departamento,2,436950.0,10,True,0,2,0.0382,0
OP-000445,2025-01-13,Proyecto Bruma,Asesor Norte,referido,tradicional,departamento,2,419244.0,3,True,0,2,0.0445,0
OP-000446,2025-02-14,Proyecto Ébano,Asesora Premium,feria,feria,departamento,1,337015.0,72,False,1,1,0.0052,0
OP-000447,2026-05-30,Proyecto Horizonte,Asesor Este,referido,tradicional,departamento,3,713694.0,21,True,0,2,0.0329,0
OP-000448,2026-04-13,Proyecto Ébano,Asesor Centro,feria,feria,departamento,2,570115.0,23,True,1,4,0.025,0
OP-000449,2025-10-16,Proyecto Aurora,Asesora Sur,web,digital,departamento,2,430463.0,41,False,0,1,0.0383,1
OP-000450,2025-02-14,Proyecto Ébano,Asesor Norte,web,digital,departamento,3,505519.0,27,False,0,0,0.0133,0
OP-000451,2025-04-09,Proyecto Aurora,Asesora Premium,sala de ventas,tradicional,departamento,2,422888.0,17,True,0,5,0.0189,0
OP-000452,2026-01-23,Proyecto Granito,Asesora Premium,feria,feria,departamento,2,562132.0,17,False,0,2,0.0,0
OP-000453,2025-04-30,Proyecto Ébano,Asesor Digital,sala de ventas,tradicional,departamento,3,619330.0,9,False,1,1,0.0121,1
OP-000454,2025-11-03,Proyecto Aurora,Asesor Centro,whatsapp,digital,departamento,1,354919.0,31,True,0,4,0.0251,0
OP-000455,2026-01-29,Proyecto Aurora,Asesora Oeste,sala de ventas,tradicional,departamento,3,546216.0,32,True,0,5,0.0281,0
OP-000456,2025-07-31,Proyecto Bruma,Asesora Sur,sala de ventas,tradicional,departamento,3,642775.0,23,True,0,2,0.0,0
OP-000457,2025-09-02,Proyecto Horizonte,Asesor Este,portal inmobiliario,digital,departamento,2,562876.0,20,False,0,3,0.0158,1
OP-000458,2026-04-26,Proyecto Cobalto,Asesor Centro,sala de ventas,tradicional,departamento,1,401255.0,32,False,0,0,0.0279,1
OP-000459,2026-05-25,Proyecto Faro,Asesor Este,facebook,digital,departamento,1,413749.0,9,True,0,2,0.0503,1
OP-000460,2025-08-26,Proyecto Ébano,Asesora Oeste,web,digital,departamento,3,651840.0,29,False,0,2,0.0098,0
OP-000461,2025-04-17,Proyecto Duna,Asesora Sur,sala de ventas,tradicional,departamento,1,406221.0,60,False,0,1,0.0338,0
OP-000462,2025-01-13,Proyecto Aurora,Asesora Oeste,sala de ventas,tradicional,departamento,1,293956.0,14,True,0,3,0.0149,0
OP-000463,2025-04-04,Proyecto Horizonte,Asesora Sur,referido,tradicional,departamento,3,679518.0,19,False,0,2,0.017,1
OP-000464,2025-09-28,Proyecto Bruma,Asesor Norte,sala de ventas,tradicional,departamento,3,630533.0,50,False,1,2,0.0092,0
OP-000465,2026-05-25,Proyecto Duna,Asesor Norte,sala de ventas,tradicional,departamento,1,444533.0,23,False,0,2,0.0062,1
OP-000466,2025-10-04,Proyecto Ébano,Asesora Oeste,sala de ventas,tradicional,departamento,3,645886.0,39,False,1,2,0.0165,1
OP-000467,2026-05-27,Proyecto Ébano,Asesor Este,facebook,digital,departamento,2,454911.0,30,True,1,0,0.0439,1
OP-000468,2026-01-23,Proyecto Horizonte,Asesor Norte,facebook,digital,departamento,3,614378.0,31,False,0,3,0.0114,1
OP-000469,2025-02-12,Proyecto Aurora,Asesora Oeste,sala de ventas,tradicional,departamento,1,321067.0,13,True,0,1,0.0086,0
OP-000470,2025-07-06,Proyecto Duna,Asesora Sur,web,digital,departamento,1,391421.0,13,False,0,2,0.0288,0
OP-000471,2025-10-30,Proyecto Cobalto,Asesor Norte,web,digital,departamento,2,477277.0,35,False,1,3,0.0251,1
OP-000472,2025-02-08,Proyecto Cobalto,Asesor Norte,sala de ventas,tradicional,departamento,1,307195.0,7,False,0,2,0.0238,0
OP-000473,2025-01-10,Proyecto Aurora,Asesora Oeste,facebook,digital,departamento,2,397865.0,20,False,1,4,0.0296,1
OP-000474,2025-07-01,Proyecto Aurora,Asesor Digital,portal inmobiliario,digital,departamento,1,229581.0,32,False,0,0,0.0068,1
OP-000475,2026-04-10,Proyecto Bruma,Asesora Sur,referido,tradicional,departamento,3,415429.0,19,True,0,2,0.0088,0
OP-000476,2025-11-10,Proyecto Bruma,Asesora Sur,facebook,digital,departamento,3,579752.0,20,True,0,1,0.0428,0
OP-000477,2025-09-30,Proyecto Cobalto,Asesora Sur,facebook,digital,departamento,3,726613.0,40,True,0,3,0.0224,0
OP-000478,2025-10-11,Proyecto Ébano,Asesor Este,sala de ventas,tradicional,departamento,3,721823.0,54,False,1,2,0.0357,1
OP-000479,2025-10-11,Proyecto Ébano,Asesora Premium,feria,feria,departamento,3,569197.0,91,False,1,1,0.047,1
OP-000480,2026-03-17,Proyecto Cobalto,Asesor Este,portal inmobiliario,digital,departamento,2,492245.0,51,True,0,2,0.0402,0
OP-000481,2025-06-16,Proyecto Cobalto,Asesor Centro,portal inmobiliario,digital,departamento,2,403448.0,16,True,0,2,0.0003,0
OP-000482,2025-05-21,Proyecto Bruma,Asesor Digital,sala de ventas,tradicional,departamento,3,514834.0,11,True,0,0,0.0229,0
OP-000483,2025-05-28,Proyecto Duna,Asesor Digital,facebook,digital,departamento,3,545139.0,16,True,0,1,0.0437,1
OP-000484,2025-10-24,Proyecto Bruma,Asesora Oeste,sala de ventas,tradicional,departamento,3,574598.0,32,False,0,2,0.0344,1
OP-000485,2025-05-20,Proyecto Aurora,Asesor Centro,facebook,digital,departamento,3,564965.0,17,False,1,1,0.0283,0
OP-000486,2026-05-23,Proyecto Cobalto,Asesor Digital,facebook,digital,departamento,1,382899.0,13,True,0,2,0.0,0
OP-000487,2025-12-25,Proyecto Cobalto,Asesora Premium,web,digital,departamento,3,635477.0,58,False,0,1,0.0139,0
OP-000488,2025-06-13,Proyecto Bruma,Asesor Este,sala de ventas,tradicional,departamento,3,568472.0,17,True,0,2,0.0262,0
OP-000489,2025-05-16,Proyecto Duna,Asesor Norte,portal inmobiliario,digital,departamento,2,497991.0,31,True,0,1,0.0,0
OP-000490,2025-08-15,Proyecto Duna,Asesor Norte,sala de ventas,tradicional,departamento,3,550840.0,30,True,0,0,0.0393,0
OP-000491,2026-03-24,Proyecto Ébano,Asesor Digital,sala de ventas,tradicional,departamento,2,434053.0,4,True,1,4,0.0229,0
OP-000492,2026-06-01,Proyecto Ébano,Asesora Oeste,portal inmobiliario,digital,departamento,3,540557.0,56,True,2,1,0.0,1
OP-000493,2025-10-04,Proyecto Ébano,Asesor Este,web,digital,departamento,1,428709.0,9,True,1,4,0.0148,0
OP-000494,2025-03-17,Proyecto Bruma,Asesor Este,facebook,digital,departamento,3,568415.0,6,True,1,1,0.0198,0
OP-000495,2025-01-23,Proyecto Faro,Asesora Sur,referido,tradicional,departamento,1,302088.0,16,True,0,1,0.0227,0
OP-000496,2025-10-26,Proyecto Duna,Asesora Premium,sala de ventas,tradicional,departamento,2,492530.0,11,True,0,2,0.0506,0
OP-000497,2025-11-20,Proyecto Cobalto,Asesor Centro,sala de ventas,tradicional,departamento,1,300315.0,50,True,0,0,0.0354,0
OP-000498,2025-07-12,Proyecto Ébano,Asesor Digital,referido,tradicional,departamento,2,599321.0,27,False,0,0,0.0004,0
OP-000499,2026-04-08,Proyecto Cobalto,Asesor Este,facebook,digital,departamento,1,337165.0,14,True,0,1,0.0,0
OP-000500,2025-01-24,Proyecto Duna,Asesora Oeste,web,digital,departamento,3,648483.0,6,True,0,1,0.0202,1
OP-000501,2025-06-09,Proyecto Faro,Asesor Norte,sala de ventas,tradicional,departamento,2,579893.0,29,True,1,1,0.0273,0
OP-000502,2026-01-31,Proyecto Granito,Asesor Digital,web,digital,departamento,3,594479.0,18,True,0,1,0.0429,0
OP-000503,2025-05-07,Proyecto Horizonte,Asesora Oeste,feria,feria,departamento,1,433183.0,32,False,0,4,0.0561,0
OP-000504,2025-04-14,Proyecto Duna,Asesora Oeste,sala de ventas,tradicional,departamento,1,411441.0,27,True,0,1,0.0571,0
OP-000505,2026-01-15,Proyecto Duna,Asesor Este,sala de ventas,tradicional,departamento,3,617355.0,12,True,1,5,0.017,0
OP-000506,2026-04-09,Proyecto Faro,Asesora Sur,facebook,digital,departamento,3,654861.0,35,False,0,4,0.0418,0
OP-000507,2025-04-06,Proyecto Bruma,Asesor Digital,feria,feria,departamento,2,398870.0,8,False,1,0,0.0327,0
OP-000508,2025-08-06,Proyecto Granito,Asesora Oeste,web,digital,departamento,3,677472.0,18,True,0,3,0.0054,0
OP-000509,2026-05-22,Proyecto Duna,Asesor Centro,web,digital,departamento,3,584261.0,19,True,0,1,0.0,0
OP-000510,2025-03-17,Proyecto Aurora,Asesor Norte,facebook,digital,departamento,2,479220.0,21,False,0,3,0.0276,0
OP-000511,2025-03-14,Proyecto Aurora,Asesora Sur,sala de ventas,tradicional,departamento,3,625599.0,7,True,1,4,0.0,0
OP-000512,2025-05-08,Proyecto Granito,Asesora Premium,referido,tradicional,departamento,3,683784.0,49,False,0,2,0.0097,1
OP-000513,2025-09-07,Proyecto Aurora,Asesor Norte,sala de ventas,tradicional,departamento,3,594180.0,12,True,0,4,0.0127,0
OP-000514,2026-03-10,Proyecto Bruma,Asesor Norte,web,digital,departamento,2,507317.0,5,False,0,1,0.0289,0
OP-000515,2025-08-15,Proyecto Bruma,Asesora Premium,sala de ventas,tradicional,departamento,1,394863.0,28,True,0,0,0.0481,0
OP-000516,2025-07-14,Proyecto Aurora,Asesor Este,facebook,digital,departamento,1,427253.0,72,True,0,2,0.0252,1
OP-000517,2026-03-18,Proyecto Bruma,Asesora Sur,referido,tradicional,departamento,3,585127.0,4,True,0,0,0.0153,0
OP-000518,2025-05-14,Proyecto Faro,Asesora Oeste,referido,tradicional,departamento,3,644018.0,10,True,0,1,0.0,0
OP-000519,2025-07-10,Proyecto Aurora,Asesora Sur,referido,tradicional,departamento,2,511264.0,40,True,0,2,0.0333,0
OP-000520,2025-05-10,Proyecto Faro,Asesor Norte,facebook,digital,departamento,2,493029.0,23,True,0,3,0.0255,1
OP-000521,2025-02-27,Proyecto Granito,Asesor Norte,portal inmobiliario,digital,departamento,1,343560.0,8,False,0,2,0.0151,0
OP-000522,2025-10-31,Proyecto Cobalto,Asesor Norte,feria,feria,departamento,1,396128.0,19,True,1,1,0.046,0
OP-000523,2026-05-19,Proyecto Aurora,Asesora Sur,portal inmobiliario,digital,departamento,3,563669.0,61,True,1,2,0.0036,0
OP-000524,2025-05-14,Proyecto Duna,Asesor Centro,web,digital,departamento,2,429586.0,52,True,0,0,0.0127,0
OP-000525,2025-02-07,Proyecto Aurora,Asesor Este,web,digital,departamento,1,372530.0,102,True,1,2,0.0206,0
OP-000526,2026-05-02,Proyecto Cobalto,Asesor Norte,referido,tradicional,departamento,2,562712.0,36,False,0,1,0.0149,0
OP-000527,2025-02-25,Proyecto Horizonte,Asesor Norte,facebook,digital,departamento,2,454364.0,15,True,1,1,0.0349,0
OP-000528,2025-01-26,Proyecto Horizonte,Asesora Oeste,facebook,digital,departamento,3,715228.0,40,True,0,2,0.0334,0
OP-000529,2026-01-19,Proyecto Faro,Asesora Premium,referido,tradicional,departamento,3,495461.0,13,True,0,0,0.0439,1
OP-000530,2025-03-23,Proyecto Bruma,Asesor Este,sala de ventas,tradicional,departamento,2,449984.0,21,True,0,0,0.034,0
OP-000531,2026-06-02,Proyecto Ébano,Asesor Norte,sala de ventas,tradicional,departamento,2,609228.0,13,True,0,2,0.0229,0
OP-000532,2025-08-12,Proyecto Ébano,Asesora Sur,portal inmobiliario,digital,departamento,2,489942.0,36,True,0,1,0.0189,0
OP-000533,2025-12-15,Proyecto Cobalto,Asesora Oeste,sala de ventas,tradicional,departamento,2,488947.0,34,False,0,1,0.0332,0
OP-000534,2025-04-19,Proyecto Ébano,Asesora Sur,referido,tradicional,departamento,2,549958.0,14,False,0,2,0.0216,0
OP-000535,2025-04-21,Proyecto Aurora,Asesor Digital,web,digital,departamento,1,250594.0,46,False,0,2,0.0259,0
OP-000536,2026-02-09,Proyecto Bruma,Asesora Premium,sala de ventas,tradicional,departamento,3,590965.0,56,True,1,2,0.0342,0
OP-000537,2025-09-23,Proyecto Duna,Asesor Este,portal inmobiliario,digital,departamento,2,499532.0,15,False,0,4,0.0275,1
OP-000538,2026-04-22,Proyecto Aurora,Asesor Digital,sala de ventas,tradicional,departamento,2,562428.0,30,True,0,2,0.0306,1
OP-000539,2026-04-25,Proyecto Aurora,Asesor Este,portal inmobiliario,digital,departamento,1,277034.0,58,True,0,0,0.0108,0
OP-000540,2025-11-09,Proyecto Granito,Asesor Norte,feria,feria,departamento,3,626015.0,28,True,1,3,0.0493,0
OP-000541,2026-02-11,Proyecto Horizonte,Asesor Digital,sala de ventas,tradicional,departamento,1,377940.0,18,True,0,4,0.0051,0
OP-000542,2026-03-21,Proyecto Duna,Asesor Digital,sala de ventas,tradicional,departamento,2,439107.0,21,True,0,2,0.0329,0
OP-000543,2025-10-30,Proyecto Granito,Asesor Este,facebook,digital,departamento,3,709007.0,15,True,0,3,0.0163,0
OP-000544,2026-02-21,Proyecto Horizonte,Asesor Centro,facebook,digital,departamento,2,545466.0,47,False,0,1,0.0445,1
OP-000545,2025-01-14,Proyecto Aurora,Asesora Sur,sala de ventas,tradicional,departamento,3,544444.0,43,False,0,1,0.0409,0
OP-000546,2025-03-24,Proyecto Cobalto,Asesor Centro,whatsapp,digital,departamento,1,340518.0,81,True,0,3,0.025,1
OP-000547,2025-09-04,Proyecto Cobalto,Asesor Centro,sala de ventas,tradicional,departamento,3,568023.0,13,False,1,2,0.053,0
OP-000548,2025-02-10,Proyecto Aurora,Asesor Centro,feria,feria,departamento,3,548941.0,14,True,0,0,0.0216,0
OP-000549,2025-08-29,Proyecto Faro,Asesora Oeste,sala de ventas,tradicional,departamento,2,450456.0,6,True,0,2,0.0409,0
OP-000550,2025-11-24,Proyecto Cobalto,Asesor Centro,whatsapp,digital,departamento,3,584770.0,33,False,0,1,0.0119,0
OP-000551,2025-07-11,Proyecto Cobalto,Asesora Oeste,sala de ventas,tradicional,departamento,2,464244.0,9,True,0,1,0.0323,1
OP-000552,2026-05-26,Proyecto Aurora,Asesora Premium,facebook,digital,departamento,3,533321.0,78,False,0,1,0.0082,1
OP-000553,2026-03-30,Proyecto Bruma,Asesora Sur,referido,tradicional,departamento,3,595528.0,11,True,0,0,0.0254,0
OP-000554,2026-03-09,Proyecto Granito,Asesora Oeste,sala de ventas,tradicional,departamento,3,660194.0,4,True,0,0,0.0241,0
OP-000555,2026-01-06,Proyecto Aurora,Asesor Este,feria,feria,departamento,3,544384.0,8,False,0,2,0.0408,1
OP-000556,2025-11-17,Proyecto Bruma,Asesora Oeste,facebook,digital,departamento,2,464073.0,27,True,1,2,0.0129,0
OP-000557,2025-12-11,Proyecto Bruma,Asesor Norte,referido,tradicional,departamento,2,590724.0,21,True,0,1,0.0803,0
OP-000558,2025-02-27,Proyecto Duna,Asesor Este,referido,tradicional,departamento,2,612624.0,11,True,0,3,0.0001,0
OP-000559,2026-05-03,Proyecto Duna,Asesor Digital,referido,tradicional,departamento,3,553025.0,20,True,0,2,0.0292,1
OP-000560,2026-02-10,Proyecto Duna,Asesor Norte,sala de ventas,tradicional,departamento,3,560705.0,14,True,0,4,0.0302,0
OP-000561,2025-05-31,Proyecto Aurora,Asesor Centro,sala de ventas,tradicional,departamento,2,401733.0,32,False,0,1,0.0347,1
OP-000562,2025-12-22,Proyecto Bruma,Asesor Centro,sala de ventas,tradicional,departamento,1,415138.0,9,True,0,1,0.0157,0
OP-000563,2025-08-03,Proyecto Granito,Asesora Oeste,facebook,digital,departamento,2,510081.0,25,False,0,2,0.0294,1
OP-000564,2026-05-01,Proyecto Ébano,Asesor Norte,sala de ventas,tradicional,departamento,3,636182.0,25,True,0,0,0.0148,0
OP-000565,2025-10-06,Proyecto Ébano,Asesor Norte,portal inmobiliario,digital,departamento,3,732833.0,21,True,0,3,0.0587,0
OP-000566,2026-01-04,Proyecto Ébano,Asesora Sur,referido,tradicional,departamento,1,392424.0,29,True,0,2,0.0136,0
OP-000567,2025-04-09,Proyecto Faro,Asesor Norte,web,digital,departamento,1,443844.0,20,True,0,1,0.0223,0
OP-000568,2025-02-23,Proyecto Aurora,Asesor Norte,facebook,digital,departamento,2,488623.0,36,False,0,2,0.0131,0
OP-000569,2026-04-14,Proyecto Cobalto,Asesora Sur,facebook,digital,departamento,1,336648.0,21,False,0,2,0.0106,1
OP-000570,2025-11-13,Proyecto Duna,Asesora Sur,referido,tradicional,departamento,3,669254.0,48,True,1,0,0.0,1
OP-000571,2025-12-12,Proyecto Bruma,Asesora Premium,facebook,digital,departamento,2,425266.0,25,False,1,4,0.0371,1
OP-000572,2025-07-29,Proyecto Granito,Asesor Centro,facebook,digital,departamento,2,605693.0,46,False,1,1,0.0129,0
OP-000573,2025-11-25,Proyecto Duna,Asesor Norte,facebook,digital,departamento,1,348690.0,14,True,0,1,0.0107,0
OP-000574,2025-08-08,Proyecto Faro,Asesor Centro,referido,tradicional,departamento,2,493712.0,10,True,0,2,0.0077,0
OP-000575,2025-11-27,Proyecto Granito,Asesor Norte,whatsapp,digital,departamento,3,587133.0,36,False,1,1,0.0305,1
OP-000576,2025-11-26,Proyecto Duna,Asesor Este,sala de ventas,tradicional,departamento,2,445166.0,22,False,1,0,0.0254,0
OP-000577,2025-04-25,Proyecto Granito,Asesor Norte,referido,tradicional,departamento,1,393528.0,2,True,0,2,0.0255,1
OP-000578,2026-04-13,Proyecto Duna,Asesor Norte,sala de ventas,tradicional,departamento,1,247276.0,12,True,0,2,0.0113,0
OP-000579,2026-05-07,Proyecto Granito,Asesor Norte,facebook,digital,departamento,3,634167.0,27,True,0,2,0.0328,1
OP-000580,2026-01-31,Proyecto Cobalto,Asesora Oeste,web,digital,departamento,3,571061.0,20,True,2,1,0.0131,0
OP-000581,2025-01-11,Proyecto Duna,Asesora Oeste,sala de ventas,tradicional,departamento,1,424451.0,12,True,0,3,0.0263,0
OP-000582,2025-01-12,Proyecto Duna,Asesor Este,referido,tradicional,departamento,2,519264.0,22,True,0,2,0.0225,0
OP-000583,2026-02-23,Proyecto Aurora,Asesor Centro,facebook,digital,departamento,1,306080.0,24,True,0,1,0.0,1
OP-000584,2025-03-18,Proyecto Cobalto,Asesora Premium,sala de ventas,tradicional,departamento,2,458780.0,5,True,0,4,0.0615,0
OP-000585,2026-05-24,Proyecto Granito,Asesora Premium,portal inmobiliario,digital,departamento,1,404096.0,46,True,1,0,0.0353,0
OP-000586,2025-07-08,Proyecto Ébano,Asesor Centro,facebook,digital,departamento,3,704728.0,52,True,2,1,0.0282,0
OP-000587,2025-04-02,Proyecto Aurora,Asesora Oeste,feria,feria,departamento,3,529773.0,12,True,0,2,0.0311,0
OP-000588,2025-12-23,Proyecto Bruma,Asesora Oeste,facebook,digital,departamento,1,317413.0,70,False,0,3,0.0619,1
OP-000589,2025-12-23,Proyecto Bruma,Asesora Sur,portal inmobiliario,digital,departamento,2,409928.0,20,False,0,0,0.0455,0
OP-000590,2025-11-26,Proyecto Aurora,Asesora Oeste,facebook,digital,departamento,1,263488.0,13,True,0,1,0.0313,0
OP-000591,2026-02-04,Proyecto Horizonte,Asesor Norte,facebook,digital,departamento,2,560885.0,13,False,0,3,0.0123,0
OP-000592,2025-09-19,Proyecto Cobalto,Asesor Digital,feria,feria,departamento,1,380160.0,67,False,0,2,0.0151,0
OP-000593,2025-06-13,Proyecto Bruma,Asesor Este,facebook,digital,departamento,1,427552.0,9,True,1,2,0.0,1
OP-000594,2025-08-12,Proyecto Duna,Asesora Premium,facebook,digital,departamento,3,668277.0,25,False,0,0,0.0184,0
OP-000595,2025-11-24,Proyecto Aurora,Asesor Digital,whatsapp,digital,departamento,1,476841.0,27,True,1,2,0.0369,0
OP-000596,2026-02-15,Proyecto Bruma,Asesora Oeste,referido,tradicional,departamento,3,582937.0,36,True,0,1,0.0364,0
OP-000597,2025-08-13,Proyecto Ébano,Asesor Digital,web,digital,departamento,1,378671.0,23,False,0,3,0.0361,0
OP-000598,2025-02-19,Proyecto Ébano,Asesora Oeste,web,digital,departamento,2,436488.0,64,True,0,1,0.0157,0
OP-000599,2025-07-28,Proyecto Horizonte,Asesor Norte,feria,feria,departamento,2,582312.0,72,True,0,4,0.0349,1
OP-000600,2025-11-06,Proyecto Ébano,Asesor Norte,portal inmobiliario,digital,departamento,3,629519.0,55,True,1,0,0.0398,1
OP-000601,2026-02-07,Proyecto Cobalto,Asesor Norte,referido,tradicional,departamento,1,404820.0,29,True,0,2,0.0,0
OP-000602,2026-02-25,Proyecto Faro,Asesor Digital,facebook,digital,departamento,1,342348.0,41,True,0,2,0.0305,0
OP-000603,2026-02-15,Proyecto Granito,Asesora Oeste,sala de ventas,tradicional,departamento,3,666338.0,17,True,0,1,0.0625,0
OP-000604,2025-05-22,Proyecto Ébano,Asesor Este,web,digital,departamento,3,634286.0,47,False,2,2,0.0198,0
OP-000605,2025-01-13,Proyecto Horizonte,Asesora Oeste,feria,feria,departamento,3,666647.0,14,True,0,4,0.0,0
OP-000606,2025-04-16,Proyecto Faro,Asesora Sur,facebook,digital,departamento,1,367420.0,11,False,0,1,0.0104,0
OP-000607,2025-03-04,Proyecto Granito,Asesor Digital,sala de ventas,tradicional,departamento,1,482413.0,10,True,1,2,0.0,0
OP-000608,2025-12-17,Proyecto Aurora,Asesor Digital,facebook,digital,departamento,3,687767.0,33,True,0,1,0.0136,0
OP-000609,2025-05-21,Proyecto Faro,Asesor Norte,referido,tradicional,departamento,2,458931.0,59,False,0,1,0.003,0
OP-000610,2025-04-02,Proyecto Cobalto,Asesora Premium,feria,feria,departamento,2,523624.0,62,True,0,0,0.0418,0
OP-000611,2025-10-08,Proyecto Duna,Asesor Este,sala de ventas,tradicional,departamento,2,337718.0,3,True,0,3,0.039,0
OP-000612,2025-09-11,Proyecto Ébano,Asesor Norte,web,digital,departamento,1,429774.0,42,False,0,2,0.0312,1
OP-000613,2026-01-01,Proyecto Horizonte,Asesor Digital,feria,feria,departamento,3,556141.0,10,True,0,6,0.0471,0
OP-000614,2026-04-25,Proyecto Horizonte,Asesor Norte,portal inmobiliario,digital,departamento,3,630127.0,90,True,0,0,0.0148,0
OP-000615,2025-02-13,Proyecto Bruma,Asesora Sur,sala de ventas,tradicional,departamento,1,284784.0,7,False,0,1,0.0263,0
OP-000616,2025-02-01,Proyecto Faro,Asesor Norte,portal inmobiliario,digital,departamento,3,623141.0,5,True,0,3,0.0645,1
OP-000617,2026-03-01,Proyecto Faro,Asesora Oeste,referido,tradicional,departamento,2,566134.0,43,False,0,1,0.0355,1
OP-000618,2026-04-18,Proyecto Cobalto,Asesor Centro,feria,feria,departamento,2,381848.0,17,True,0,0,0.0355,0
OP-000619,2025-06-24,Proyecto Aurora,Asesor Este,sala de ventas,tradicional,departamento,2,440229.0,16,True,0,4,0.0112,0
OP-000620,2025-04-09,Proyecto Aurora,Asesor Norte,referido,tradicional,departamento,3,546765.0,12,True,0,4,0.0175,0
OP-000621,2025-06-05,Proyecto Faro,Asesor Norte,web,digital,departamento,2,606958.0,14,True,1,1,0.0069,0
OP-000622,2025-09-08,Proyecto Duna,Asesor Digital,facebook,digital,departamento,2,519747.0,44,True,1,4,0.0553,0
OP-000623,2025-01-07,Proyecto Horizonte,Asesora Premium,facebook,digital,departamento,3,594253.0,10,False,0,3,0.0,0
OP-000624,2025-03-10,Proyecto Cobalto,Asesor Digital,referido,tradicional,departamento,1,343079.0,20,False,0,2,0.0415,1
OP-000625,2025-01-19,Proyecto Horizonte,Asesora Oeste,referido,tradicional,departamento,3,744586.0,9,True,0,2,0.0355,0
OP-000626,2026-01-05,Proyecto Cobalto,Asesora Oeste,sala de ventas,tradicional,departamento,2,523290.0,24,True,1,2,0.0,0
OP-000627,2025-08-20,Proyecto Faro,Asesora Premium,facebook,digital,departamento,2,469497.0,16,True,0,0,0.0456,1
OP-000628,2026-06-03,Proyecto Aurora,Asesor Centro,sala de ventas,tradicional,departamento,3,560311.0,31,False,1,2,0.0203,0
OP-000629,2025-08-20,Proyecto Duna,Asesora Oeste,portal inmobiliario,digital,departamento,2,483069.0,34,True,0,4,0.0012,0
OP-000630,2025-06-07,Proyecto Faro,Asesor Este,whatsapp,digital,departamento,2,490411.0,60,False,0,0,0.0316,1
OP-000631,2025-06-09,Proyecto Horizonte,Asesora Oeste,facebook,digital,departamento,2,449938.0,86,True,2,3,0.0102,1
OP-000632,2026-04-26,Proyecto Faro,Asesor Norte,sala de ventas,tradicional,departamento,3,597731.0,13,False,0,2,0.0213,0
